
1707494075520,898,-5,200,OK,ictthread 1-1,text,true,,755,2687,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/429062ee-dfea-4742-993a-be6c552f5fcc,897,0,605
1707494075406,898,Hom,200,"Number of samples in transaction : 1, number of failing samples : 0",ictthread 1-1,,true,,755,2687,1,1,null,897,134,605
1707494076439,283,Ho-6,200,OK,ictthread 1-1,text,true,,853,1476,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/pageload/1/b01343b9-a360-4cc7-bb0e-f2f569b8cb70,282,0,0
1707494076724,258,Home-7,200,OK,ictthread 1-1,text,true,,890,2198,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/090a5de5-28a5-4571-b560-a397c9b353d2,258,0,0
1707494076985,312,Home-8,200,OK,ictthread 1-1,text,true,,881,2271,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/ecfbb86e-070f-451d-aaba-9f52c905edd1,312,0,0
1707494077300,289,Home-9,200,OK,ictthread 1-1,text,true,,802,2166,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/e9294905-959f-42f6-9473-32d96ffbce33,289,0,0
1707494077592,257,Home-10,200,OK,ictthread 1-1,text,true,,780,2188,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/48da977f-c95c-4a7e-bcb6-a8141d80f386,257,0,0
1707494077851,273,Home-11,200,OK,ictthread 1-1,text,true,,816,2139,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/5c67ed60-6e6b-452c-aa13-8e3f0f350847,273,0,0
1707494078126,288,Home-12,200,OK,ictthread 1-1,text,true,,895,2180,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/ea396c24-d292-40ce-bbb2-869128577360,288,0,0
1707494078417,278,Home-13,200,OK,ictthread 1-1,text,true,,888,1464,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/f0a62db6-aac9-43ec-8ead-6f4a71feeade,277,0,0
1707494078696,293,Home-14,200,OK,ictthread 1-1,text,true,,743,2655,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/c1eed3c3-91e9-4eda-87ab-c1c06083a54d,293,0,0
1707494078991,302,Home-15,200,OK,ictthread 1-1,text,true,,816,2719,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/4ebe7b8a-201d-4db5-b8bf-9cbd6b889c97,302,0,0
1707494079295,290,Home-16,200,OK,ictthread 1-1,text,true,,929,2313,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/2a7a65e5-2147-48ca-ae04-aee621f34feb,290,0,0
1707494079587,299,Home-17,200,OK,ictthread 1-1,text,true,,835,2441,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/events/1/8f49c099-ab85-4391-9c43-bc0c73446d96,299,0,0
